investor,commit,deal_size,invite,rating,int_rate,covenants,total_fees,fee_share,prior_tier,invite_tier,tier_change,fee_percent,invite_percent
Deutsche Bank,Commit,1300,180,4,Market,1,194,42.1,Bookrunner,Bookrunner,None,0.21701030927835052,0.13846153846153847
Goldman Sachs,Decline,1100,130,8,Market,0,64,14.0,Bookrunner,Participant,Demoted,0.21875,0.11818181818181818
Goldman Sachs,Commit,1500,300,2,Below,2,139,39.1,Participant,Bookrunner,Promoted,0.28129496402877696,0.2
Bank of America,Commit,600,110,1,Above,2,44,9.2,Bookrunner,Bookrunner,None,0.20909090909090908,0.18333333333333332
Wells Fargo,Commit,1100,210,10,Market,0,94,30.3,Bookrunner,Bookrunner,None,0.3223404255319149,0.19090909090909092
Goldman Sachs,Decline,1100,90,9,Above,0,136,17.1,Bookrunner,Participant,Demoted,0.12573529411764706,0.08181818181818182
Deutsche Bank,Commit,1600,210,7,Market,0,192,21.7,Bookrunner,Bookrunner,None,0.11302083333333333,0.13125
Deutsche Bank,Decline,1100,140,7,Market,0,65,0.4,Bookrunner,Bookrunner,None,0.006153846153846154,0.12727272727272726
Bank of America,Commit,1000,130,3,Market,3,186,8.0,Participant,Bookrunner,Promoted,0.043010752688172046,0.13
Wells Fargo,Commit,1100,210,9,Market,0,99,18.4,Bookrunner,Bookrunner,None,0.18585858585858583,0.19090909090909092
Goldman Sachs,Commit,600,100,3,Market,2,70,8.4,Bookrunner,Bookrunner,None,0.12000000000000001,0.16666666666666666
Bank of America,Commit,1100,180,8,Market,0,29,2.9,Bookrunner,Bookrunner,None,0.09999999999999999,0.16363636363636364
Goldman Sachs,Commit,1400,230,4,Market,0,58,5.5,Bookrunner,Bookrunner,None,0.09482758620689655,0.16428571428571428
Deutsche Bank,Commit,400,80,1,Market,2,43,17.3,Bookrunner,Bookrunner,None,0.40232558139534885,0.2
MUFG Union,Decline,800,70,3,Market,2,118,21.6,Bookrunner,Participant,Demoted,0.18305084745762712,0.0875
Wells Fargo,Commit,1800,260,4,Market,1,104,22.0,Bookrunner,Bookrunner,None,0.21153846153846154,0.14444444444444443
Bank of America,Commit,1300,220,9,Below,1,218,31.8,Bookrunner,Bookrunner,None,0.14587155963302753,0.16923076923076924
Wells Fargo,Decline,300,30,2,Market,2,37,4.4,Bookrunner,Participant,Demoted,0.11891891891891893,0.1
Bank of America,Commit,900,130,1,Market,2,103,22.0,Participant,Bookrunner,Promoted,0.21359223300970873,0.14444444444444443
MUFG Union,Decline,600,50,3,Market,2,37,4.8,Bookrunner,Participant,Demoted,0.12972972972972974,0.08333333333333333
Wells Fargo,Commit,200,30,4,Market,1,18,5.4,Bookrunner,Bookrunner,None,0.30000000000000004,0.15
Deutsche Bank,Commit,1500,230,6,Market,2,246,5.2,Bookrunner,Bookrunner,None,0.02113821138211382,0.15333333333333332
Bank of America,Commit,900,120,3,Market,2,90,8.4,Bookrunner,Bookrunner,None,0.09333333333333334,0.13333333333333333
Wells Fargo,Commit,1300,210,3,Below,2,107,14.1,Bookrunner,Bookrunner,None,0.13177570093457944,0.16153846153846155
Bank of America,Commit,1600,280,1,Market,2,124,1.9,Bookrunner,Bookrunner,None,0.01532258064516129,0.175
Bank of America,Commit,1300,160,4,Market,1,194,24.3,Bookrunner,Bookrunner,None,0.12525773195876289,0.12307692307692308
Deutsche Bank,Commit,1400,200,6,Market,1,154,43.9,Bookrunner,Bookrunner,None,0.2850649350649351,0.14285714285714285
Wells Fargo,Commit,500,110,2,Market,2,45,3.5,Bookrunner,Bookrunner,None,0.07777777777777778,0.22
Wells Fargo,Commit,1700,250,10,Market,0,246,14.3,Bookrunner,Bookrunner,None,0.058130081300813014,0.14705882352941177
MUFG Union,Decline,1100,110,8,Market,0,165,16.7,Bookrunner,Participant,Demoted,0.10121212121212121,0.1
Wells Fargo,Commit,1600,270,6,Market,2,264,64.4,Bookrunner,Bookrunner,None,0.24393939393939396,0.16875
Bank of America,Commit,1300,170,4,Above,1,191,2.7,Bookrunner,Bookrunner,None,0.014136125654450262,0.13076923076923078
Bank of America,Commit,400,70,2,Market,2,44,10.0,Participant,Bookrunner,Promoted,0.22727272727272727,0.175
Deutsche Bank,Decline,900,110,2,Market,2,70,3.3,Bookrunner,Bookrunner,None,0.04714285714285714,0.12222222222222222
Bank of America,Commit,1200,250,4,Market,1,118,35.0,Bookrunner,Bookrunner,None,0.2966101694915254,0.20833333333333334
Deutsche Bank,Commit,500,70,2,Market,2,52,11.1,Bookrunner,Bookrunner,None,0.21346153846153845,0.14
MUFG Union,Decline,1600,140,8,Market,0,174,17.1,Bookrunner,Participant,Demoted,0.09827586206896552,0.0875
Deutsche Bank,Commit,1500,270,8,Market,0,128,41.2,Bookrunner,Bookrunner,None,0.321875,0.18
MUFG Union,Commit,1100,210,5,Market,1,135,5.8,Bookrunner,Bookrunner,None,0.04296296296296296,0.19090909090909092
Deutsche Bank,Commit,1000,170,8,Market,0,64,16.4,Bookrunner,Bookrunner,None,0.25625,0.17
Bank of America,Commit,1000,140,5,Below,0,42,5.3,Bookrunner,Bookrunner,None,0.1261904761904762,0.14
Bank of America,Commit,1500,220,10,Market,0,217,29.9,Bookrunner,Bookrunner,None,0.13778801843317973,0.14666666666666667
Wells Fargo,Commit,700,100,2,Market,2,80,1.1,Bookrunner,Bookrunner,None,0.013750000000000002,0.14285714285714285
Goldman Sachs,Commit,800,130,3,Market,2,96,24.8,Bookrunner,Bookrunner,None,0.25833333333333336,0.1625
Goldman Sachs,Commit,1100,240,2,Market,2,67,22.1,Participant,Bookrunner,Promoted,0.32985074626865674,0.21818181818181817
Wells Fargo,Commit,1200,110,3,Below,2,161,25.6,Participant,Participant,None,0.15900621118012423,0.09166666666666666
Goldman Sachs,Commit,1200,180,3,Market,2,87,13.7,Bookrunner,Bookrunner,None,0.15747126436781608,0.15
Deutsche Bank,Commit,1100,150,9,Market,0,154,5.4,Bookrunner,Bookrunner,None,0.03506493506493507,0.13636363636363635
Wells Fargo,Commit,1900,370,1,Market,2,174,63.3,Bookrunner,Bookrunner,None,0.36379310344827587,0.19473684210526315
Wells Fargo,Commit,500,70,3,Above,2,48,13.2,Bookrunner,Bookrunner,None,0.27499999999999997,0.14
Goldman Sachs,Commit,800,150,1,Market,2,114,35.7,Bookrunner,Bookrunner,None,0.31315789473684214,0.1875
MUFG Union,Commit,600,70,2,Below,2,61,11.8,Bookrunner,Bookrunner,None,0.19344262295081968,0.11666666666666667
Bank of America,Commit,700,120,2,Market,1,25,6.8,Bookrunner,Bookrunner,None,0.272,0.17142857142857143
Wells Fargo,Commit,300,50,3,Market,2,31,2.9,Participant,Bookrunner,Promoted,0.0935483870967742,0.16666666666666666
MUFG Union,Commit,1400,310,4,Market,1,111,48.8,Bookrunner,Bookrunner,None,0.4396396396396396,0.22142857142857142
Bank of America,Commit,2000,340,4,Market,1,240,30.7,Bookrunner,Bookrunner,None,0.12791666666666665,0.17
Wells Fargo,Commit,1500,250,10,Market,0,217,16.9,Bookrunner,Bookrunner,None,0.07788018433179723,0.16666666666666666
Goldman Sachs,Decline,200,20,4,Below,2,32,2.2,Bookrunner,Participant,Demoted,0.06875,0.1
Bank of America,Decline,400,40,1,Below,2,27,3.0,Bookrunner,Participant,Demoted,0.1111111111111111,0.1
MUFG Union,Commit,500,80,2,Market,2,64,0.1,Bookrunner,Bookrunner,None,0.0015625,0.16
Goldman Sachs,Commit,900,120,4,Market,1,115,5.4,Bookrunner,Bookrunner,None,0.04695652173913044,0.13333333333333333
Wells Fargo,Commit,900,190,3,Market,2,49,6.3,Bookrunner,Bookrunner,None,0.12857142857142856,0.2111111111111111
Goldman Sachs,Commit,1500,260,3,Market,2,121,1.8,Bookrunner,Bookrunner,None,0.01487603305785124,0.17333333333333334
Deutsche Bank,Commit,1000,160,8,Market,0,73,13.8,Bookrunner,Bookrunner,None,0.18904109589041096,0.16
Wells Fargo,Commit,1000,180,6,Market,2,203,40.4,Bookrunner,Bookrunner,None,0.19901477832512315,0.18
Deutsche Bank,Decline,2200,200,8,Market,1,355,25.9,Bookrunner,Participant,Demoted,0.07295774647887324,0.09090909090909091
MUFG Union,Commit,400,50,2,Market,1,4,0.7,Bookrunner,Bookrunner,None,0.175,0.125
Deutsche Bank,Commit,1100,160,3,Market,2,129,21.3,Participant,Bookrunner,Promoted,0.16511627906976745,0.14545454545454545
Bank of America,Decline,500,90,2,Market,2,42,2.0,Bookrunner,Bookrunner,None,0.047619047619047616,0.18
Goldman Sachs,Commit,1200,200,4,Market,1,118,7.0,Bookrunner,Bookrunner,None,0.059322033898305086,0.16666666666666666
Goldman Sachs,Commit,400,70,1,Market,1,15,1.6,Bookrunner,Bookrunner,None,0.10666666666666667,0.175
Bank of America,Commit,1100,130,3,Market,2,127,1.1,Participant,Bookrunner,Promoted,0.008661417322834646,0.11818181818181818
MUFG Union,Commit,1200,260,2,Market,2,75,23.9,Bookrunner,Bookrunner,None,0.31866666666666665,0.21666666666666667
Bank of America,Commit,1200,180,2,Above,2,131,29.3,Participant,Bookrunner,Promoted,0.22366412213740458,0.15
Goldman Sachs,Commit,1200,220,6,Market,1,167,47.9,Bookrunner,Bookrunner,None,0.2868263473053892,0.18333333333333332
Deutsche Bank,Decline,500,50,3,Market,2,30,3.3,Bookrunner,Participant,Demoted,0.11,0.1
Wells Fargo,Commit,500,60,2,Above,1,19,0.7,Participant,Bookrunner,Promoted,0.03684210526315789,0.12
Deutsche Bank,Decline,1100,110,6,Market,1,81,12.0,Bookrunner,Participant,Demoted,0.14814814814814814,0.1
MUFG Union,Commit,600,80,2,Below,2,33,1.4,Bookrunner,Bookrunner,None,0.04242424242424242,0.13333333333333333
Deutsche Bank,Commit,300,60,1,Market,2,16,4.6,Bookrunner,Bookrunner,None,0.2875,0.2
Wells Fargo,Commit,2000,240,6,Market,1,283,32.5,Bookrunner,Bookrunner,None,0.11484098939929328,0.12
Wells Fargo,Commit,600,90,2,Above,2,31,5.9,Bookrunner,Bookrunner,None,0.1903225806451613,0.15
Deutsche Bank,Commit,1300,290,4,Above,2,215,61.3,Participant,Bookrunner,Promoted,0.28511627906976744,0.2230769230769231
MUFG Union,Commit,1700,190,6,Above,1,366,73.9,Bookrunner,Participant,Demoted,0.20191256830601095,0.11176470588235295
Deutsche Bank,Decline,1100,230,6,Market,0,41,0.5,Bookrunner,Bookrunner,None,0.012195121951219513,0.20909090909090908
Deutsche Bank,Commit,1200,170,3,Market,3,184,38.8,Bookrunner,Bookrunner,None,0.21086956521739128,0.14166666666666666
Goldman Sachs,Decline,700,70,1,Market,2,86,7.8,Bookrunner,Participant,Demoted,0.09069767441860464,0.1
Goldman Sachs,Commit,1800,350,4,Market,1,166,42.2,Bookrunner,Bookrunner,None,0.25421686746987954,0.19444444444444445
Bank of America,Decline,600,70,1,Above,2,70,8.8,Bookrunner,Participant,Demoted,0.12571428571428572,0.11666666666666667
Wells Fargo,Commit,1700,360,4,Above,1,177,40.5,Bookrunner,Bookrunner,None,0.2288135593220339,0.21176470588235294
Deutsche Bank,Commit,1600,220,1,Above,2,214,53.5,Bookrunner,Bookrunner,None,0.25,0.1375
MUFG Union,Commit,1000,170,7,Market,0,89,24.6,Bookrunner,Bookrunner,None,0.27640449438202247,0.17
Wells Fargo,Commit,1400,290,6,Below,1,74,26.1,Bookrunner,Bookrunner,None,0.3527027027027027,0.20714285714285716
Goldman Sachs,Commit,800,170,3,Market,2,106,25.3,Bookrunner,Bookrunner,None,0.23867924528301887,0.2125
Deutsche Bank,Commit,1800,390,6,Above,1,103,21.1,Bookrunner,Bookrunner,None,0.20485436893203884,0.21666666666666667
Bank of America,Commit,1500,250,3,Below,2,78,7.4,Participant,Bookrunner,Promoted,0.09487179487179488,0.16666666666666666
Bank of America,Commit,1200,160,1,Market,1,50,11.1,Bookrunner,Bookrunner,None,0.222,0.13333333333333333
Deutsche Bank,Commit,900,190,2,Market,2,69,24.8,Bookrunner,Bookrunner,None,0.35942028985507246,0.2111111111111111
MUFG Union,Decline,600,70,2,Market,2,30,2.5,Bookrunner,Participant,Demoted,0.08333333333333333,0.11666666666666667
MUFG Union,Commit,500,60,1,Below,2,71,3.8,Bookrunner,Bookrunner,None,0.05352112676056338,0.12
Goldman Sachs,Commit,1200,250,3,Market,2,101,26.5,Bookrunner,Bookrunner,None,0.2623762376237624,0.20833333333333334
Goldman Sachs,Decline,1100,70,3,Market,2,103,8.1,Bookrunner,Participant,Demoted,0.07864077669902912,0.06363636363636363
Wells Fargo,Commit,1000,110,4,Above,1,107,17.8,Bookrunner,Participant,Demoted,0.16635514018691588,0.11
Wells Fargo,Decline,1300,100,2,Market,2,106,7.6,Bookrunner,Participant,Demoted,0.07169811320754717,0.07692307692307693
Bank of America,Decline,1900,170,5,Below,1,125,15.0,Bookrunner,Participant,Demoted,0.12,0.08947368421052632
MUFG Union,Commit,1000,220,5,Market,1,89,4.5,Bookrunner,Bookrunner,None,0.05056179775280899,0.22
Wells Fargo,Commit,1500,120,6,Market,1,225,17.6,Bookrunner,Participant,Demoted,0.07822222222222223,0.08
Bank of America,Commit,1200,220,3,Above,2,106,1.8,Bookrunner,Bookrunner,None,0.016981132075471698,0.18333333333333332
Deutsche Bank,Commit,2300,260,5,Market,1,280,64.1,Bookrunner,Participant,Demoted,0.2289285714285714,0.11304347826086956
Deutsche Bank,Commit,1000,120,2,Market,3,154,26.0,Participant,Participant,None,0.16883116883116883,0.12
Deutsche Bank,Decline,1200,180,10,Market,0,108,7.9,Bookrunner,Bookrunner,None,0.07314814814814816,0.15
Bank of America,Commit,800,140,2,Market,2,71,20.6,Bookrunner,Bookrunner,None,0.29014084507042254,0.175
Bank of America,Commit,800,120,4,Above,1,230,32.9,Bookrunner,Bookrunner,None,0.14304347826086955,0.15
MUFG Union,Commit,1200,230,6,Market,1,141,41.6,Bookrunner,Bookrunner,None,0.29503546099290784,0.19166666666666668
MUFG Union,Commit,1600,350,3,Below,2,114,22.0,Bookrunner,Bookrunner,None,0.19298245614035087,0.21875
Deutsche Bank,Commit,2300,390,4,Market,1,263,12.6,Bookrunner,Bookrunner,None,0.04790874524714829,0.16956521739130434
MUFG Union,Commit,1000,180,8,Market,0,144,13.1,Bookrunner,Bookrunner,None,0.09097222222222222,0.18
Wells Fargo,Commit,600,70,1,Above,2,57,5.3,Bookrunner,Participant,Demoted,0.09298245614035087,0.11666666666666667
MUFG Union,Commit,1200,220,3,Market,2,95,21.2,Bookrunner,Bookrunner,None,0.2231578947368421,0.18333333333333332
Goldman Sachs,Decline,900,110,3,Below,2,114,3.3,Bookrunner,Bookrunner,None,0.02894736842105263,0.12222222222222222
MUFG Union,Commit,1900,400,9,Below,1,286,34.3,Bookrunner,Bookrunner,None,0.11993006993006992,0.21052631578947367
Goldman Sachs,Commit,800,160,2,Market,2,86,6.2,Participant,Bookrunner,Promoted,0.07209302325581396,0.2
Bank of America,Commit,900,170,2,Market,2,82,16.2,Participant,Bookrunner,Promoted,0.19756097560975608,0.18888888888888888
Wells Fargo,Commit,1200,230,5,Market,1,155,17.1,Bookrunner,Bookrunner,None,0.1103225806451613,0.19166666666666668
Goldman Sachs,Commit,1500,210,2,Market,3,260,65.5,Bookrunner,Bookrunner,None,0.2519230769230769,0.14
Wells Fargo,Commit,800,100,3,Market,2,138,21.4,Bookrunner,Bookrunner,None,0.15507246376811593,0.125
Bank of America,Commit,1800,190,6,Market,1,184,20.1,Bookrunner,Participant,Demoted,0.10923913043478262,0.10555555555555556
Wells Fargo,Decline,800,80,4,Market,1,57,9.2,Bookrunner,Participant,Demoted,0.1614035087719298,0.1
Goldman Sachs,Commit,1800,270,1,Market,2,143,34.7,Bookrunner,Bookrunner,None,0.24265734265734268,0.15
Goldman Sachs,Commit,1300,180,6,Below,1,192,35.7,Participant,Bookrunner,Promoted,0.1859375,0.13846153846153847
Wells Fargo,Commit,800,120,2,Above,2,105,17.0,Bookrunner,Bookrunner,None,0.1619047619047619,0.15
Wells Fargo,Commit,900,120,3,Market,3,161,7.9,Bookrunner,Bookrunner,None,0.049068322981366465,0.13333333333333333
MUFG Union,Commit,800,150,2,Above,2,105,6.1,Bookrunner,Bookrunner,None,0.05809523809523809,0.1875
Goldman Sachs,Commit,1300,180,2,Market,2,106,11.3,Bookrunner,Bookrunner,None,0.10660377358490566,0.13846153846153847
Deutsche Bank,Commit,400,50,4,Market,1,46,9.5,Bookrunner,Bookrunner,None,0.20652173913043478,0.125
Deutsche Bank,Commit,1300,150,5,Market,0,58,11.0,Participant,Participant,None,0.1896551724137931,0.11538461538461539
Goldman Sachs,Commit,1100,200,1,Market,2,103,19.4,Bookrunner,Bookrunner,None,0.18834951456310678,0.18181818181818182
MUFG Union,Decline,700,70,2,Above,2,51,3.9,Bookrunner,Participant,Demoted,0.07647058823529411,0.1
Deutsche Bank,Commit,1400,240,7,Market,0,98,9.2,Bookrunner,Bookrunner,None,0.09387755102040815,0.17142857142857143
Wells Fargo,Commit,1200,180,1,Above,2,171,10.8,Bookrunner,Bookrunner,None,0.06315789473684211,0.15
Deutsche Bank,Commit,1300,270,4,Market,1,106,22.2,Participant,Bookrunner,Promoted,0.20943396226415092,0.2076923076923077
Wells Fargo,Commit,700,150,2,Market,2,57,13.6,Bookrunner,Bookrunner,None,0.23859649122807017,0.21428571428571427
Deutsche Bank,Commit,200,30,3,Market,2,12,0.4,Participant,Bookrunner,Promoted,0.03333333333333333,0.15
Wells Fargo,Commit,900,130,1,Market,1,21,3.9,Bookrunner,Bookrunner,None,0.18571428571428572,0.14444444444444443
Wells Fargo,Commit,900,110,5,Market,1,90,11.3,Bookrunner,Bookrunner,None,0.12555555555555556,0.12222222222222222
MUFG Union,Commit,1000,180,6,Above,1,78,6.2,Participant,Bookrunner,Promoted,0.0794871794871795,0.18
Bank of America,Commit,600,80,4,Market,1,46,9.6,Participant,Bookrunner,Promoted,0.20869565217391303,0.13333333333333333
Bank of America,Commit,1000,210,6,Market,0,22,7.3,Bookrunner,Bookrunner,None,0.3318181818181818,0.21
Deutsche Bank,Commit,1400,240,7,Market,0,50,9.3,Bookrunner,Bookrunner,None,0.18600000000000003,0.17142857142857143
Bank of America,Commit,600,90,4,Below,1,71,13.0,Bookrunner,Bookrunner,None,0.18309859154929578,0.15
Deutsche Bank,Decline,1400,60,5,Market,0,40,2.6,Bookrunner,Participant,Demoted,0.065,0.04285714285714286
Bank of America,Commit,700,110,2,Above,2,38,4.8,Bookrunner,Bookrunner,None,0.12631578947368421,0.15714285714285714
Deutsche Bank,Decline,300,40,3,Market,2,27,0.5,Bookrunner,Bookrunner,None,0.018518518518518517,0.13333333333333333
Goldman Sachs,Commit,500,70,1,Market,2,137,0.0,Participant,Bookrunner,Promoted,0.0,0.14
Wells Fargo,Commit,2000,270,7,Market,0,198,30.5,Bookrunner,Bookrunner,None,0.15404040404040403,0.135
Wells Fargo,Commit,1200,220,10,Above,0,92,19.9,Bookrunner,Bookrunner,None,0.21630434782608693,0.18333333333333332
Goldman Sachs,Commit,1400,280,5,Market,1,118,16.6,Bookrunner,Bookrunner,None,0.14067796610169492,0.2
Deutsche Bank,Commit,1100,190,4,Market,1,94,23.6,Bookrunner,Bookrunner,None,0.25106382978723407,0.17272727272727273
Bank of America,Commit,1100,140,3,Market,2,69,11.0,Bookrunner,Bookrunner,None,0.15942028985507245,0.12727272727272726
Bank of America,Commit,500,70,5,Market,1,25,2.9,Bookrunner,Bookrunner,None,0.11599999999999999,0.14
MUFG Union,Decline,900,100,2,Market,2,52,6.0,Bookrunner,Participant,Demoted,0.11538461538461539,0.1111111111111111
Wells Fargo,Commit,900,80,2,Above,2,111,8.5,Participant,Participant,None,0.07657657657657657,0.08888888888888889
MUFG Union,Commit,1200,70,1,Market,3,219,22.1,Participant,Participant,None,0.10091324200913243,0.058333333333333334
Goldman Sachs,Commit,1200,150,2,Market,1,10,2.1,Bookrunner,Bookrunner,None,0.21000000000000002,0.125
Deutsche Bank,Decline,1000,100,3,Above,2,125,14.5,Bookrunner,Participant,Demoted,0.116,0.1
Bank of America,Commit,1600,310,1,Market,2,189,3.2,Bookrunner,Bookrunner,None,0.016931216931216932,0.19375
Wells Fargo,Commit,1400,140,2,Below,2,122,22.3,Participant,Participant,None,0.18278688524590164,0.1
Wells Fargo,Commit,1700,210,8,Market,0,451,70.4,Bookrunner,Bookrunner,None,0.15609756097560976,0.12352941176470589
Deutsche Bank,Commit,1100,260,7,Market,0,123,44.2,Bookrunner,Bookrunner,None,0.359349593495935,0.23636363636363636
MUFG Union,Decline,400,20,1,Market,2,37,1.9,Bookrunner,Participant,Demoted,0.05135135135135135,0.05
Goldman Sachs,Decline,1500,50,3,Market,3,239,22.2,Bookrunner,Participant,Demoted,0.09288702928870293,0.03333333333333333
Bank of America,Commit,700,110,3,Below,2,77,11.6,Bookrunner,Bookrunner,None,0.15064935064935064,0.15714285714285714
Wells Fargo,Commit,500,80,5,Market,0,3,0.4,Bookrunner,Bookrunner,None,0.13333333333333333,0.16
Bank of America,Commit,1200,170,1,Above,2,193,49.8,Bookrunner,Bookrunner,None,0.25803108808290154,0.14166666666666666
MUFG Union,Commit,700,70,2,Below,1,29,4.5,Participant,Participant,None,0.15517241379310345,0.1
Bank of America,Commit,1300,220,5,Market,0,58,18.9,Bookrunner,Bookrunner,None,0.3258620689655172,0.16923076923076924
Bank of America,Commit,600,120,3,Market,2,84,18.6,Bookrunner,Bookrunner,None,0.22142857142857145,0.2
MUFG Union,Decline,1600,190,4,Market,1,167,29.4,Bookrunner,Participant,Demoted,0.17604790419161676,0.11875
MUFG Union,Commit,1300,240,10,Market,1,210,4.4,Bookrunner,Bookrunner,None,0.020952380952380955,0.18461538461538463
MUFG Union,Commit,1000,180,6,Market,1,142,26.7,Bookrunner,Bookrunner,None,0.1880281690140845,0.18
Deutsche Bank,Decline,1200,140,8,Market,0,116,27.5,Bookrunner,Participant,Demoted,0.23706896551724138,0.11666666666666667
Bank of America,Commit,1200,220,7,Above,0,95,15.8,Bookrunner,Bookrunner,None,0.16631578947368422,0.18333333333333332
